"","TCGA-DA-A3F2-06A-11R-A20F-07","TCGA-EE-A2GS-06A-12R-A18S-07","TCGA-EE-A3JI-06A-11R-A21D-07","TCGA-FR-A3YN-06A-11R-A239-07","TCGA-GF-A3OT-06A-23R-A239-07","TCGA-GN-A4U4-06A-11R-A32P-07","TCGA-GN-A4U9-06A-11R-A32P-07","TCGA-GN-A8LK-06A-11R-A37K-07","TCGA-GN-A8LN-01A-11R-A37K-07","TCGA-QB-AA9O-06A-11R-A39D-07","TCGA-WE-A8K5-06A-11R-A37K-07","TCGA-WE-A8ZN-06A-11R-A37K-07","TCGA-WE-AAA0-06A-11R-A38C-07"
"ENSG00000162783.11",1213,3259,1998,5297,5150,2450,2885,1509,2831,617,4055,2435,1316
"ENSG00000162804.14",1520,1313,8067,825,805,1329,598,75,4152,297,906,251,6364
"ENSG00000162813.18",107,3297,3384,4722,1940,3742,1960,804,2279,540,1532,274,4604
"ENSG00000162814.11",1,69,21,130,47,33,430,39,61,2,16,11,89
"ENSG00000162817.7",376,1044,83,3465,73,130,43,1831,38,39,310,1014,2044
"ENSG00000162819.12",311,3447,4832,4819,2470,3709,2980,1521,2803,1152,1887,548,3627
"ENSG00000162825.16",30,143,208,223,269,108,505,114,104,43,144,45,178
"ENSG00000162836.12",267,2389,1284,2169,102,1943,1439,1280,2017,855,1403,216,1494
"ENSG00000162840.4",5,25,62,74,37,40,3,119,22,5,30,59,21
"ENSG00000162843.17",4,143,6,5,0,13,5,1,163,0,9,4,3
"ENSG00000162849.16",2103,2603,2624,301,913,2472,6603,449,1936,67,2935,266,2521
"ENSG00000162851.8",97,2128,2722,2055,995,2010,2850,615,1950,536,1294,132,1900
"ENSG00000162852.14",185,2662,12404,4881,3141,6080,3744,863,3255,1562,1581,201,4694
"ENSG00000162869.16",323,2283,4170,3406,1702,2582,842,876,1441,563,3408,344,1759
"ENSG00000162873.15",9,10,2,212,20,6,217,9,19,25,19,1,672
"ENSG00000162877.13",51,1,3,6,6,3,8,0,2,1,4,0,5
"ENSG00000162878.13",220,1411,1713,95,160,303,4064,233,203,35,600,418,83
"ENSG00000162881.6",230,82,16,21,31,5,13,9,60,19,50,90,28
"ENSG00000162882.15",967,243,84,77,150,29,42,25,122,102,128,136,76
"ENSG00000162885.14",89,1482,1248,1096,1252,763,2163,479,832,472,656,170,1068
"ENSG00000162888.4",1,6,4,3,0,13,10,1,12,1,5,1,13
"ENSG00000162889.11",7332,9006,8910,9868,11918,6977,11172,8295,3958,4210,6812,4452,8194
"ENSG00000162891.10",0,2,25,3,0,7,3,0,0,0,2,0,3
"ENSG00000162892.16",9,8,294,29,5,68,42,14,5,59,7,13,48
"ENSG00000162894.12",1525,408,272,1828,180,3047,98,961,121,376,161,691,2847
"ENSG00000162896.6",15,25,4,4,5,8,5,2,5,26,86,100,11
"ENSG00000162897.16",1,3,3,1,1,13,5,0,0,0,2,1,417
"ENSG00000162909.18",4040,17667,19454,27058,48307,15478,6390,8198,7660,5205,9835,3744,27593
"ENSG00000162910.19",1153,4233,1732,2690,1200,1974,2276,3613,1501,854,2187,2353,2452
"ENSG00000162913.10",6,33,77,33,4,48,39,12,4,2,22,4,12
"ENSG00000162923.17",1328,18325,15609,24907,8429,23145,12029,11687,10181,2867,7639,2039,11661
"ENSG00000162924.15",61,217,820,676,239,170,168,139,224,47,167,59,311
"ENSG00000162927.14",28,343,599,616,174,403,364,98,330,118,224,70,361
"ENSG00000162928.9",133,1132,1701,2030,1414,1306,1521,717,927,480,872,261,1289
"ENSG00000162929.14",51,258,925,535,917,243,606,400,294,200,565,167,548
"ENSG00000162931.12",12,436,28,17,5,251,294,25,481,3,113,2,12
"ENSG00000162944.11",81,1239,4161,1993,236,918,769,262,2152,55,1468,25,221
"ENSG00000162946.23",224,2351,2343,2909,214,2514,868,497,1839,747,927,175,1596
"ENSG00000162947.5",0,0,3,0,1,1,3,0,1,0,0,1,0
"ENSG00000162949.16",5,8,1,0,2,0,1,0,0,5,0,2,0
"ENSG00000162951.11",0,133,1,6,92,0,5,5,807,0,1,57,1
"ENSG00000162959.13",8,150,247,138,85,145,141,71,106,39,122,35,136
"ENSG00000162961.14",252,2067,2082,2345,1618,1771,1695,1590,971,1151,974,912,2006
"ENSG00000162971.11",26,556,1965,792,328,729,521,296,691,349,557,84,612
"ENSG00000162972.10",117,963,1387,808,628,889,525,546,462,305,748,131,550
"ENSG00000162975.5",11,2,0,0,34,0,80,7,1,1,2,1,6
"ENSG00000162976.13",882,687,1811,2515,879,1222,327,749,896,496,1136,658,960
"ENSG00000162980.17",199,1435,3737,1863,1236,1398,1720,326,1416,702,1708,271,1783
"ENSG00000162981.14",62,57,43,21,1183,19,125,47,33,177,83,35,62
"ENSG00000162989.5",0,24,0,2,1,0,283,0,0,1,1,1,3
"ENSG00000162992.4",0,0,1,0,0,0,31,2,0,0,0,0,0
"ENSG00000162994.16",19,178,551,346,50,248,679,49,226,69,171,75,170
"ENSG00000162997.15",4,72,65,164,24,49,30,24,87,61,27,12,271
"ENSG00000162998.5",186,449,176,620,18,186,1056,44,41,11,141,18,135
"ENSG00000162999.13",9,350,684,990,185,426,171,242,372,90,128,28,292
"ENSG00000163001.12",97,1449,2290,2370,1970,1972,3635,1041,1116,1365,929,401,2374
"ENSG00000163002.13",52,1117,1387,1003,1168,1146,1116,352,796,607,779,256,611
"ENSG00000163006.12",9,435,1172,269,609,390,979,169,324,104,377,57,271
"ENSG00000163012.4",0,0,0,0,7,0,0,0,0,0,0,0,1
"ENSG00000163013.12",430,758,3932,1393,574,512,2029,377,1143,647,1236,119,528
"ENSG00000163016.10",0,41,130,437,7,2,53,250,9,11,51,46,160
"ENSG00000163017.14",138,536,56,98,129,114,596,769,192,29,353,509,147
"ENSG00000163026.12",113,1363,2231,2480,842,1018,1643,834,855,356,676,283,878
"ENSG00000163029.16",244,2474,10255,4375,4009,4103,3422,1416,2334,779,3397,502,2707
"ENSG00000163032.12",50,522,6,21,979,2,103,1,5,3,27,6,5
"ENSG00000163040.15",148,148,4,228,473,11,2638,217,69,196,50,105,31
"ENSG00000163041.13",472,2870,2134,1633,1270,2225,3143,651,1329,451,1279,544,1384
"ENSG00000163046.15",0,1,0,0,0,2,20,1,2,0,0,0,0
"ENSG00000163050.18",5,8,40,39,0,22,78,13,82,1,26,15,31
"ENSG00000163053.11",69,49,22,28,104,41,173,14,21,8,53,46,42
"ENSG00000163060.8",0,10,9,1,6,1,5,1,3,2,4,1,4
"ENSG00000163064.7",357,60,749,37,873,24,120,205,10,42,84,79,25
"ENSG00000163069.13",253,2080,4696,4652,8589,298,1422,1073,2225,136,2265,632,3177
"ENSG00000163071.11",62,501,22,4381,474,10,163,42,228,5,49,107,37
"ENSG00000163072.16",16,1149,131,49,95,65,198,73,84,36,138,66,82
"ENSG00000163075.13",1,11,0,0,3,1,431,0,1,5,1,0,2
"ENSG00000163081.4",0,108,162,318,0,113,12,84,35,57,41,33,73
"ENSG00000163082.10",201,42,127,181,50,29,206,7,87,73,82,58,114
"ENSG00000163083.6",170,172,180,109,382,198,302,57,99,81,99,295,244
"ENSG00000163092.21",0,234,10,1,3,8,5,1,97,0,2,0,0
"ENSG00000163093.12",52,1009,3187,1381,411,657,497,1533,640,422,1265,324,572
"ENSG00000163098.6",0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000163104.18",189,4724,7104,3134,3568,4048,4765,400,3370,372,2461,346,2377
"ENSG00000163106.11",47,68,27,38,5,9,4,5,58,13,62,11,47
"ENSG00000163110.15",716,6634,7861,5530,7783,10934,1824,1156,3742,860,2916,883,4652
"ENSG00000163114.6",0,0,1,0,0,0,0,0,0,0,0,1,0
"ENSG00000163116.10",1,8,1,52,1,4,17,0,10,1,5,1,7
"ENSG00000163121.10",67,27,53,41,12,14,5,3,13,43,45,16,19
"ENSG00000163125.15",1420,7919,6955,9092,2661,5658,4601,3538,2899,1075,2800,1062,3759
"ENSG00000163126.15",5,28,59,69,4,44,46,69,55,18,127,47,74
"ENSG00000163131.11",12304,5463,5893,6939,5478,1471,1918,161,2065,2619,2488,3476,4188
"ENSG00000163132.8",77,944,89,339,483,264,466,1132,289,55,629,1002,57
"ENSG00000163138.19",44,763,1494,1123,858,867,1495,360,1020,316,706,155,780
"ENSG00000163141.20",5,14,28,46,12,11,95,19,16,24,42,11,41
"ENSG00000163145.13",84,33,7,0,9,11,63,0,26,2,191,20,7
"ENSG00000163154.6",893,209,220,152,164,61,110,24,124,280,193,265,151
"ENSG00000163155.12",100,1262,1260,1167,622,1650,1503,1019,662,350,678,177,649
"ENSG00000163156.12",1131,2933,1952,2249,2000,1833,3627,3503,2013,1606,1785,1782,2712
"ENSG00000163157.15",4,9,29,14,8,15,38,14,52,3,17,19,28
"ENSG00000163159.14",1233,4984,3583,4915,2359,4156,6248,5241,3078,1839,2521,2303,4182
"ENSG00000163161.14",635,4664,7633,8583,2880,4630,4766,2653,5130,2000,4139,1119,4099
"ENSG00000163162.9",895,1168,2434,3091,5480,1576,1541,1218,1665,1753,1821,849,2654
"ENSG00000163166.15",550,5370,6143,5082,4533,4495,3927,3328,2039,2380,3165,650,3399
"ENSG00000163170.12",48,419,334,500,413,310,150,884,223,319,384,350,398
"ENSG00000163171.8",477,13342,23771,7506,3668,14345,4950,9485,5272,920,5558,3992,1322
"ENSG00000163191.6",26716,16228,10944,16243,51043,14963,14369,72884,8109,30434,17681,42052,26805
"ENSG00000163202.5",0,0,0,0,1713,0,0,0,0,0,0,0,0
"ENSG00000163206.6",0,3,0,0,314,0,0,1,0,0,0,0,0
"ENSG00000163207.7",0,6,0,6,71,27,1,5,0,1,1,0,0
"ENSG00000163209.15",0,37,0,1,0,1,0,0,1,1,0,0,1
"ENSG00000163214.21",310,3738,3332,3877,1701,1904,3118,1221,1523,613,1400,404,1536
"ENSG00000163216.7",3,20,0,48,0,0,0,4,0,15,1,1,0
"ENSG00000163217.2",0,0,1,1,0,1,1,0,1,0,0,0,2
"ENSG00000163218.15",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163219.12",1793,1194,608,621,577,777,730,69,226,866,388,377,616
"ENSG00000163220.11",1388,274,360,177,1319,109,851,50,683,426,67,396,274
"ENSG00000163221.9",1,0,0,3,4,0,7,1,4,8,1,3,0
"ENSG00000163235.16",69,336,99,86,277,67,75,22,259,11,45,15,53
"ENSG00000163239.12",23,65,17,3,8,427,22,17,61,21,18,26,4
"ENSG00000163249.13",316,756,1402,1047,1078,759,853,381,453,327,649,205,953
"ENSG00000163251.4",104,951,587,563,88,373,305,252,544,227,315,117,374
"ENSG00000163254.5",0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163257.11",216,4666,5432,3807,1627,3819,6388,1498,5630,1219,2293,765,2493
"ENSG00000163263.7",0,3,6,4,2,2,1,6,4,4,5,7,10
"ENSG00000163273.4",0,1,0,10,3,2,1,2,6,7,3,75,320
"ENSG00000163281.12",71,925,2341,1933,1511,1236,1103,458,1681,377,1049,308,1278
"ENSG00000163283.7",0,0,0,1,0,0,0,0,0,0,0,3,0
"ENSG00000163285.8",0,0,0,0,0,0,1,0,0,0,0,1,0
"ENSG00000163286.9",0,3,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000163288.14",0,19,1,16,5,1,4,0,6,2,0,0,13
"ENSG00000163291.14",36,955,2191,1892,1883,1223,1300,327,656,252,591,175,1394
"ENSG00000163293.12",0,44,8,181,291,812,34,3,338,12,11,3,20
"ENSG00000163295.5",0,0,0,1,1,1,1,0,1,0,0,0,0
"ENSG00000163297.17",1651,1832,267,3029,60334,326,4172,318,149,174,1538,304,785
"ENSG00000163312.11",84,919,2161,1202,664,943,544,369,522,158,576,123,828
"ENSG00000163319.11",67,337,449,224,175,305,239,362,311,124,353,133,450
"ENSG00000163320.12",622,9804,16659,12176,5836,7677,4616,3015,8091,3986,4989,1362,7191
